id,reasoning,brand,car_model,imputed_year,imputed_mileage_km,imputed_condition,battery_status,is_accident_free,has_aftermarket_mods
1090,"brand inferred: VinFast (from Name); car_model inferred: VF6 S; imputed_year inferred: 2024 (Desc mentions sx 2024); imputed_mileage_km: Not explicitly mentioned, returning null; imputed_condition: Not explicitly mentioned, returning null; battery_status: Not explicitly mentioned, returning null; is_accident_free: Not explicitly mentioned, returning null; has_aftermarket_mods: Not explicitly mentioned, returning null",VinFast,VF6 S,2024,,,,,False
1091,"brand inferred: VinFast (from Name); car_model inferred: VF6 Plus; imputed_year inferred: 2023 (Desc 'sx 2023 đky 2024'); imputed_mileage_km: Not explicitly mentioned, returning null (Odo: 5v km is ambiguous); imputed_condition inferred: Đã qua sử dụng (xe có lịch sử bảo dưỡng hãng, không lỗi); battery_status: Not explicitly mentioned, returning null; is_accident_free: Not explicitly mentioned, returning null; has_aftermarket_mods: Not explicitly mentioned, returning null",VinFast,VF6 Plus,2023,,Đã qua sử dụng,,,False
1092,"brand inferred: VinFast (from Name); car_model inferred: Limo Green AT; imputed_year inferred: 2025 (Name includes 2025); imputed_mileage_km: Not explicitly mentioned, returning null; imputed_condition: Not explicitly mentioned, returning null; battery_status: Not explicitly mentioned, returning null; is_accident_free: Not explicitly mentioned, returning null; has_aftermarket_mods: Not explicitly mentioned, returning null",VinFast,Limo Green AT,2025,,,,,False
1093,"brand inferred: VinFast (from Name); car_model inferred: VF7 Plus; imputed_year inferred: 2026 (Name includes 2026); imputed_mileage_km: Not explicitly mentioned, returning null; imputed_condition: Not explicitly mentioned, returning null; battery_status: Not explicitly mentioned, returning null; is_accident_free: Not explicitly mentioned, returning null; has_aftermarket_mods: Not explicitly mentioned, returning null",VinFast,VF7 Plus,2026,,,,,False
1094,"brand inferred: VinFast (from Name); car_model inferred: VF6 Plus; imputed_year inferred: 2025 (Name includes 2025); imputed_mileage_km: Not explicitly mentioned, returning null; imputed_condition: Not explicitly mentioned, returning null; battery_status: Not explicitly mentioned, returning null; is_accident_free: Not explicitly mentioned, returning null; has_aftermarket_mods: Not explicitly mentioned, returning null",VinFast,VF6 Plus,2025,,,,,False
1095,"Year inferred from name 'VF5 Plus 2025' -> imputed_year=2025. Battery status explicit 'mua pin' -> battery_status='Mua pin'. Mileage not explicit -> imputed_mileage_km=null. Condition not explicit -> imputed_condition=null. Has aftermarket mods inferred from 'đã lên đèn cam hành trình trước sau' -> has_aftermarket_mods=true. Not explicitly mentioned, returning null.",VinFast,VF5 Plus,2025,,,Mua pin,,True
1096,Mileage explicit 'đi 1450km' -> imputed_mileage_km=1450. Year inferred from name 'VF6 Eco 2025' -> imputed_year=2025. Condition inferred as used since mileage is provided -> imputed_condition='Đã qua sử dụng'. Aftermarket mods implied by 'đã dán kính 3M xịn' -> has_aftermarket_mods=true.,VinFast,VF6 Eco,2025,1450.0,Đã qua sử dụng,,,True
1097,"Model/year from name 'VF8 Eco AWD 2023' => imputed_year=2023. No explicit mileage or condition provided -> imputed_mileage_km=null, imputed_condition=null.",VinFast,VF8 Eco AWD,2023,,,,,True
1098,"Odo '2 vạn km' -> imputed_mileage_km=20000. Year from name 'VF6 Plus 2025' -> imputed_year=2025. Mileage indicates used -> imputed_condition='Đã qua sử dụng'. Explicit upgrades listed ('nâng cấp', 'film 3M', etc.) -> has_aftermarket_mods=true.",VinFast,VF6 Plus,2025,20000.0,Đã qua sử dụng,,,True
1099,Odo '9000KM' -> imputed_mileage_km=9000. Year from name 'VF3 Plus 2025' -> imputed_year=2025. Indicates used -> imputed_condition='Đã qua sử dụng'. Battery rental 'Thuê pin' -> battery_status='Thuê pin'. Aftermarket mods implied by 'Kính xe được dán phim cách nhiệt 3M' and related films -> has_aftermarket_mods=true.,VinFast,VF3 Plus,2025,9000.0,Đã qua sử dụng,Thuê pin,,True
1100,"Name indicates year 2024 -> imputed_year=2024. No explicit mileage/condition -> imputed_mileage_km=null, imputed_condition=null. Battery rental 'Thuê bin' -> battery_status='Thuê pin'.",VinFast,VF3 Plus,2024,,,Thuê pin,,False
1101,"Name/year indicates 2025 -> imputed_year=2025. Mileage '25.000 km' -> imputed_mileage_km=25000. Battery 'Pin mua' -> battery_status='Mua pin'. Car has after-market upgrades (phim cách nhiệt, Cam HT) -> has_aftermarket_mods=true. Mileage implies used -> imputed_condition='Đã qua sử dụng'.",VinFast,VF5 Plus,2025,25000.0,Đã qua sử dụng,Mua pin,,True
1102,Odo '28.000km' -> imputed_mileage_km=28000. Model/year from name 'VF8 Eco AWD 2023' -> imputed_year=2023. No explicit battery status; condition implied used by mileage -> imputed_condition='Đã qua sử dụng'. Aftermarket mods not explicitly stated -> has_aftermarket_mods=null.,VinFast,VF8 Eco AWD,2023,28000.0,Đã qua sử dụng,,,False
1103,Odo '17.000 km' -> imputed_mileage_km=17000. Year 2025 from name -> imputed_year=2025. Mileage suggests used; imputed_condition='Đã qua sử dụng'.,VinFast,VF9 Plus 7S,2025,17000.0,Đã qua sử dụng,,,False
1104,Name indicates 2025 but no mileage/condition explicit -> imputed_year=2025; others null.,VinFast,Limo Green AT,2025,,,,,False
1105,"Name indicates 2025 -> imputed_year=2025. No mileage/condition explicit -> imputed_mileage_km=null, imputed_condition=null.",VinFast,VF7 Eco,2025,,,,,False
1106,"Name indicates 2024 -> imputed_year=2024. No mileage/condition explicit -> imputed_mileage_km=null, imputed_condition=null.",VinFast,VF9 Plus 7S,2024,,,,,False
1107,"Name indicates 2026 -> imputed_year=2026. No mileage/condition explicit -> imputed_mileage_km=null, imputed_condition=null.",VinFast,VF3 Plus,2026,,,,,False
1108,"Name indicates 2025 -> imputed_year=2025. No explicit mileage/condition -> imputed_mileage_km=null, imputed_condition=null.",VinFast,VF5 Plus,2025,,,,,False
1109,"Name indicates 2025 -> imputed_year=2025. No explicit mileage/condition -> imputed_mileage_km=null, imputed_condition=null.",VinFast,VF3 Plus,2025,,,,,False
1125,"Year inferred from 'VF3 Plus 2024'; mileage inferred from 'odo 5000km'; aftermarket mods inferred from 'Phụ Kiện:'; imputed_condition not explicitly mentioned, returning null.",VinFast,VF3 Plus,2024,5000.0,,,,True
1126,Year inferred from 'VF3 Plus 2025'; mileage inferred from 'Odo 200km'; battery_status inferred from 'mua pin'; aftermarket mods inferred from 'Phụ Kiện:'; imputed_condition inferred as 'Đã qua sử dụng' from non-zero odometer 'Odo 200km'.,VinFast,VF3 Plus,2025,200.0,Đã qua sử dụng,Mua pin,,True
1127,Year inferred from 'VF3 Plus 2025'; mileage inferred from 'ODO 7000km'; aftermarket mods inferred from 'Phụ Kiện:'; imputed_condition inferred as 'Đã qua sử dụng' from odometer.,VinFast,VF3 Plus,2025,7000.0,Đã qua sử dụng,,,True
1128,Year inferred from 'VF5 Plus 2024'; mileage inferred from 'Odo : 2v km' interpreted as 20000; battery_status inferred from 'đã được mua đứt Pin' ('Mua pin'); aftermarket mods inferred from 'hơn 40 T phụ kiện'.,VinFast,VF5 Plus,2024,20000.0,,Mua pin,,True
1129,Year inferred from 'VF3 Plus 2025'; mileage inferred from 'Odo 1vkm' interpreted as 10000; battery_status inferred from 'Gói Pin: Thuê pin'; aftermarket mods inferred from 'phụ kiện: Độ mâm lốp...'.,VinFast,VF3 Plus,2025,10000.0,,Thuê pin,,True
1130,Year inferred from 'VF3 Plus 2025'; imputed_condition explicitly stated as 'Mới 100%'; mileage set to 0 due to 'Mới 100%'; battery_status inferred as 'Mua pin'.,VinFast,VF3 Plus,2025,0.0,Mới 100%,Mua pin,,False
1131,Year inferred from 'VF3 Plus 2025'; mileage inferred from 'ODO 7000km'; battery_status inferred from 'Gói Pin: Thuê pin'; aftermarket mods inferred from 'phụ kiện' list.,VinFast,VF3 Plus,2025,7000.0,,Thuê pin,,True
1132,"Year inferred from 'VinFast VF8 Eco 2025'; mileage not stated; imputed_condition inferred as 'Đã qua sử dụng' only if odometer present, which is not provided; battery_status null.",VinFast,VF8 Eco,2025,,,,,False
1133,"Year inferred from 'VinFast VF8 Plus AWD 2023'; mileage inferred from 'Odo đi 4 vạn' (40,000); aftermarket mods inferred from 'phụ kiện' list; is_accident_free null; battery null.",VinFast,VF8 Plus AWD,2023,40000.0,,,,True
1134,Year inferred from 'Chính chủ cần bán gấp VF3...'; mileage not stated; aftermarket modification noted as 'lắp thêm cam sau và cảm biến sau' (modification) -> true.,VinFast,VF3 Plus,2025,,,,,True
1135,"Year inferred from 'VF3 Plus 2025'; odometer ~16,600 km; battery package 'Thuê pin' present; accident status explicitly 'Không đâm đụng, không ngập nước' -> is_accident_free true.",VinFast,VF3 Plus,2025,16600.0,,Thuê pin,True,True
1136,"Year inferred from 'VF3 Plus 2024'; ODO 4000km; accident status explicit 'không đâm đụng, không ngập nước' -> is_accident_free true; no explicit aftermarket mods.",VinFast,VF3 Plus,2024,4000.0,,,True,False
1137,Year inferred from 'Porscher Taycan生产 2021' (text shows 2021); ODO 21000km; condition inferred as 'Đã qua sử dụng' from odometer; no battery or accident info provided.,Porsche,Taycan Base,2021,21000.0,Đã qua sử dụng,,,False
1138,Year inferred from 'VF3 Plus 2026'; mileage not stated; no explicit condition or battery info.,VinFast,VF3 Plus,2026,,,,,False
1139,"Year inferred from 'VF5 Plus 2024'; ODO stated as 'odo 10 vạn' = 100,000 km; condition inferred as 'Đã qua sử dụng' from mileage; battery null;",VinFast,VF5 Plus,2024,100000.0,Đã qua sử dụng,,,False
1110,"Year inferred from Name 'Xe VinFast VF8 Eco 2025'. Mileage not stated in text ('Odo' not present). Battery status inferred from phrase 'Xe pin mua sạc miễn phí' -> 'Mua pin'. Aftermarket mods: not mentioned explicitly in text, so null. imputed_condition: not explicitly stated ('Mới 100%' or 'Đã qua sử dụng'), so null.",VinFast,VF8 Eco,2025,,,Mua pin,,False
1111,Year 2025 found in Name 'Xe VinFast VF3 Plus 2025'. Mileage not stated in text (no ODO). Battery status not explicitly mentioned. Aftermarket mods: explicit 'Đã trang bị gần 60T Phụ Kiện: ...' -> True.,VinFast,VF3 Plus,2025,,,,,True
1112,Year 2024 from 'VF5 Plus 2024'. ODO not stated. Battery status from 'bản mua đứt pin' -> 'Mua pin'. Aftermarket mods: 'Xe đã được vào rất nhiều đồ chính hãng...' -> True.,VinFast,VF5 Plus,2024,,,Mua pin,,True
1113,Year 2023 from 'sx năm 2023'. Odo 'Odo đi 4 vạn km' = 40000 km. Battery status not stated. Aftermarket mods: not stated.,VinFast,VF8 Plus AWD,2023,40000.0,,,,False
1114,Year 2024 from 'SX 2024'. Battery status 'bản mua đứt pin' -> 'Mua pin'. Aftermarket mods: 'được vào rất nhiều đồ chính hãng...' implies aftermarket: True. Mileage: not stated.,VinFast,VF5 Plus,2024,,,Mua pin,,True
1115,Year 2024 from 'sản xuất 2024'. Battery: 'Xe mua pin' in text 'Xe mua pin sản xuất 2024'. Aftermarket mods: 'Đã trang bị gần 40T Phụ Kiện' -> True. Mileage: null.,VinFast,VF3 Plus,2024,,,Mua pin,,True
1116,Year 2025 from Name 'VF3 Plus 2025'. ODO: 'ODO 2000 Km' -> 2000. Aftermarket mods: 'gần 100T Phụ Kiện' -> True.,VinFast,VF3 Plus,2025,2000.0,,,,True
1117,Year 2025 from Name 'VF3 Plus 2025'. Battery: 'Xe mới 100% mua pin' -> 'Mua pin'. Aftermarket mods: not stated -> null.,VinFast,VF3 Plus,2025,,,Mua pin,,False
1118,Year 2025 from Name. ODO 'lướt hơn 2000km Zin' -> mileage 2000. Battery: 'mua pin vin 2025'. Aftermarket mods: 'gần 60T Phụ Kiện' -> True.,VinFast,VF3 Plus,2025,2000.0,,Mua pin,,True
1119,Year 2025 from Name. ODO 8000km. Battery: 'Mua pin vin 2025'. Aftermarket mods: 'gần 70 T tiền Phụ kiện' -> True.,VinFast,VF3 Plus,2025,8000.0,,Mua pin,,True
1120,Year 2024 from 'VF5 plus SX 2024'. Mileage: not stated. Battery: not stated. Aftermarket mods: 'Loa JBL ... và rất nhiều đồ chơi khác' -> True.,VinFast,VF5 Plus,2024,,,,,True
1121,Year 2025 from Name. ODO 9000km. Battery: 'mua pin' phrasing. Aftermarket mods: 'gần 50 t Phụ kiện' -> True.,VinFast,VF3 Plus,2025,9000.0,,Mua pin,,True
1122,Year 2025 from Name. Mileage: not stated. Battery: not stated. Aftermarket mods: 'gần 50T tiền Phụ kiện' -> True.,VinFast,VF3 Plus,2025,,,,,True
1123,"Year 2024 from 'VF3 Plus 2024'. Mileage: not stated. Battery: not stated. Aftermarket mods: 'Đã trang bị Phụ Kiện: Lên ghế da Napa 4 ghế mềm 8T+ Thảm sàn+ bọc vô lăng + ốp lazzang+ đèn bi led ,gia cố càng A, đăng kiểm 2 năm , độ chống ồn,....' -> True.",VinFast,VF3 Plus,2024,,,,,True
1124,Year 2024 from 'sản xuất 2024'. Battery: 'Thuê pin' explicitly. Aftermarket mods: 'Hơn 60 Phụ Kiện' -> True. Mileage: null.,VinFast,VF3 Plus,2024,,,Thuê pin,,True
1155,"Brand inferred from the explicit phrase 'Xe VinFast'. Car model inferred from 'Herio'. Imputed year inferred from '2025'. Other fields not explicitly mentioned in the text; Not explicitly mentioned, returning null.",VinFast,Herio,2025,,,,,False
1156,"Brand inferred from the explicit phrase 'Xe VinFast'. Car model inferred from 'VF5 Plus'. Imputed year inferred from '2025'. Other fields not explicitly mentioned; Not explicitly mentioned, returning null.",VinFast,VF5 Plus,2025,,,,,False
1157,"Brand inferred from the explicit phrase 'Xe VinFast'. Car model inferred from 'VF8 S'. Imputed year inferred from '2024'. Other fields not explicitly mentioned; Not explicitly mentioned, returning null.",VinFast,VF8 S,2024,,,,,False
1158,"Brand inferred from the explicit phrase 'Xe VinFast'. Car model inferred from 'VF8 S'. Imputed year inferred from '2024'. Other fields not explicitly mentioned; Not explicitly mentioned, returning null.",VinFast,VF8 S,2024,,,,,False
1159,"Brand inferred from the explicit phrase 'Xe VinFast'. Car model inferred from 'Limo'. Imputed year inferred from '2025'. Other fields not explicitly mentioned; Not explicitly mentioned, returning null.",VinFast,Limo,2025,,,,,False
1160,"Brand inferred from the explicit phrase 'Xe VinFast'. Car model inferred from 'VF8 Plus AWD'. Imputed year inferred from '2024'. Other fields not explicitly mentioned; Not explicitly mentioned, returning null.",VinFast,VF8 Plus AWD,2024,,,,,False
1161,"Brand inferred from the explicit phrase 'Xe VinFast'. Car model inferred from 'VF6 Eco'. Imputed year inferred from '2026'. Other fields not explicitly mentioned; Not explicitly mentioned, returning null.",VinFast,VF6 Eco,2026,,,,,False
1162,"Brand inferred from the explicit phrase 'Xe VinFast'. Car model inferred from 'VF5 Plus'. Imputed year inferred from '2025'. Other fields not explicitly mentioned; Not explicitly mentioned, returning null.",VinFast,VF5 Plus,2025,,,,,False
1163,"Brand inferred from the explicit phrase 'Xe VinFast'. Car model inferred from 'VF6 Eco'. Imputed year inferred from '2025'. Other fields not explicitly mentioned; Not explicitly mentioned, returning null.",VinFast,VF6 Eco,2025,,,,,False
1164,"Brand inferred from the explicit phrase 'Xe VinFast'. Car model inferred from 'VF5 Plus'. Imputed year inferred from '2025'. Other fields not explicitly mentioned; Not explicitly mentioned, returning null.",VinFast,VF5 Plus,2025,,,,,False
1165,"Brand inferred from the explicit phrase 'Xe VinFast'. Car model inferred from 'VF e34'. Imputed year inferred from '2022'. Other fields not explicitly mentioned; Not explicitly mentioned, returning null.",VinFast,VF e34,2022,,,,,False
1166,"Brand inferred from the explicit phrase 'Nhập Team Nguyên Xe Mộc Vinfat' and 'Vf6 Plus'. Car model inferred from 'VF6 Plus'. Imputed year inferred from '2024'. Other fields not explicitly mentioned; Not explicitly mentioned, returning null.",VinFast,VF6 Plus,2024,,,,,False
1167,"Brand inferred from the explicit phrase 'VinFast'. Car model inferred from 'VF5 Plus'. Imputed year inferred from '2024'. Other fields not explicitly mentioned; Not explicitly mentioned, returning null.",VinFast,VF5 Plus,2024,,,,,False
1168,"Brand inferred from the explicit phrase 'VinFast'. Car model inferred from 'VF6 Plus'. Imputed year inferred from '2025'. Other fields not explicitly mentioned; Not explicitly mentioned, returning null.",VinFast,VF6 Plus,2025,,,,,False
1169,"Brand inferred from the explicit phrase 'Xe VinFast'. Car model inferred from 'VF e34'. Imputed year inferred from '2022'. Other fields not explicitly mentioned; Not explicitly mentioned, returning null.",VinFast,VF e34,2022,,,,,False
1140,Year inferred from text 'VF3 Plus 2024'. Battery status inferred from phrase 'pin thuê'. Imputed_mileage_km is null due to no explicit mileage in the Desc. Imputed_condition is null due to no explicit condition in the Desc. Accident status null. Aftermarket mods null.,VinFast,VF3 Plus,2024,,,Thuê pin,,False
1141,Year inferred from '2025' in the Name. Mileage explicitly stated as 4500km: 'Xe đi 4500km'.,VinFast,Limo Green AT,2025,4500.0,,,,False
1142,Year inferred from '2025' in the Name. No explicit mileage or condition information in Desc.,VinFast,VF3 Plus,2025,,,,,False
1143,Sản xuất 2023 -> imputed_year 2023. 'mới lăn bánh đúng 4.000 Km' indicates mileage 4000 and used; 'Xe như mới tinh' supports Đã qua sử dụng.,Mercedes-Benz,EQS 450 Plus,2023,4000.0,Đã qua sử dụng,,,False
1144,Km: 1.000 from Desc. 'Vf3 12/2025 ... Km: 1.000'. Year 2025 from Name. Modifications explicitly listed: 'đồ chơi' indicating aftermarket mods.,VinFast,VF3 Plus,2025,1000.0,Đã qua sử dụng,,,True
1145,ODO 26.789 km indicates mileage. Model 'EQS 580 4Matic'. Year 2023 from Name.,Mercedes-Benz,EQS 580 4Matic,2023,26789.0,Đã qua sử dụng,,,False
1146,Description lists numerous aftermarket additions (after purchase) such as various parts; distinguishes from factory specs. Year 2025 from Name.,VinFast,VF3 Plus,2025,,,,,True
1147,ODO 9.999Km indicates used. Year 2023 from Name.,Porsche,Taycan Base,2023,9999.0,Đã qua sử dụng,,,False
1148,No mileage specified in Desc. Year 2024 from Name. Model VF8 Eco AWD.,VinFast,VF8 Eco AWD,2024,,,,,False
1149,Mua tháng 7 đăng ký tháng 8 2025; 'Đã lên 1 số phụ tùng' indicates aftermarket mods.,VinFast,VF3 Plus,2025,,,,,True
1150,No mileage or condition mentions in Desc. Year 2025 from Name.,VinFast,VF5 Plus,2025,,,,,False
1151,Xe VF3 Plus 2025; Desc includes 'XE SẴN' and 'Hồ sơ SẴN' but no explicit mileage or condition. Not explicitly stated as new.,VinFast,VF3 Plus,2025,,,,,False
1152,VF6 Plus 2024; No mileage/condition explicitly stated.,VinFast,VF6 Plus,2024,,,,,False
1153,Xe VF3 màu trắng đời 2025; 'mới chạy 2.472 km' implies mileage 2472; 'Tình trạng như mới' implies Đã qua sử dụng.,VinFast,VF3 Plus,2025,2472.0,Đã qua sử dụng,,,False
1154,Minio Green AT 2025; No mileage/condition data provided.,VinFast,Minio Green AT,2025,,,,,False
1170,"Explicit phrase 'từ mới' indicates new; set imputed_condition to 'Mới 100%', mileage set to 0 per NEW CAR LOGIC. Phrase found: 'từ mới'.",VinFast,VF3 Plus,2024,0.0,Mới 100%,,,False
1171,"Explicit phrase 'mới tinh chưa sử dụng' indicates new; set imputed_condition to 'Mới 100%', mileage 0 due to NEW CAR LOGIC. Year inferred from title: 2025.",VinFast,VF3 Plus,2025,0.0,Mới 100%,,,False
1172,"Phrase 'dk 1/2025 mới lăn bánh 8900km' indicates mileage; 'bản thuê pin' indicates battery_status. Modifications listed (film 3M, etc.) imply aftermarket mods.",VinFast,VF3 Plus,2025,8900.0,Đã qua sử dụng,Thuê pin,True,True
1173,"Odo: 'Hơn 4vạn km' indicates mileage >40,000; 'Pin CATL – Mua pin' indicates battery status. No explicit accident info.",VinFast,VF8 Eco AWD,2023,,,Mua pin,,False
1174,"Odo: 'Hơn 4vạn km' indicates mileage >40,000; 'Pin SDI – Mua pin' indicates battery status.",VinFast,VF8 Eco AWD,2023,,,Mua pin,,False
1175,"'thuê pin' indicates battery_status; 'odo 4v6' equals 46,000 km.",VinFast,VF8 Plus AWD,2022,46000.0,Đã qua sử dụng,Thuê pin,True,False
1176,"'Bản plus 2024, chạy 3 vạn' indicates mileage 30,000; year 2024.",VinFast,VF6 Plus,2024,30000.0,Đã qua sử dụng,,,False
1177,Text is marketing-focused; no explicit year/mileage/condition. Year inferred from title: 2023.,VinFast,VF8 Eco AWD,2023,,,,,False
1178,'thuê pin' indicates battery_status; 'VF3 2024 thuê pin' and listed equipment imply mod content but no exact mileage.,VinFast,VF3 Plus,2024,,,Thuê pin,,True
1179,'wrap trắng' indicates aftermarket wrap; 'mua pin' indicates battery status. Odo shows '5vkm' (not exact); treat mileage as null.,VinFast,VF6 Plus,2023,,Đã qua sử dụng,Mua pin,,True
1180,'VF3 2025 mua pin' indicates battery_status; 'mileage 9000km' explicit; year 2025.,VinFast,VF3 Plus,2025,9000.0,Đã qua sử dụng,Mua pin,,False
1181,Odo: 10.000 km; model is BYD Seal Performance; no explicit battery status; assume null.,BYD,Seal Performance,2024,10000.0,Đã qua sử dụng,,,False
1182,'đã qua sử dụng' + 'từng bị va quệt' indicates used with possible minor accident; no mileage provided.,VinFast,VF5 Plus,2025,,Đã qua sử dụng,,False,False
1183,"Text includes 'MUA PIN CATL' and 'Odo: 10.000 km' suggesting mileage and battery purchase; includes aftermarket items (film, mats, etc.).",VinFast,VF9 Plus 7S,2025,10000.0,Đã qua sử dụng,Mua pin,True,True
1184,'đã lên nhiều đồ chơi' indicates aftermarket mods; year 2024 from title.,VinFast,VF7 Plus AWD,2024,,,,,True
1200,Year inferred from phrase 'Xe VinFast VF3 Plus 2025' in the Name field. Battery status inferred from phrase 'thuê pin' ( thuê pin 1 tháng /900 ngàn ) in the description.,VinFast,VF3 Plus,2025,,,Thuê pin,,False
1201,Year inferred from phrase 'VinFast VF8 Plus AWD 2023' in the Name/desc. Odo data present but not clearly parseable ('Odo 6v3- pin CATL').,VinFast,VF8 Plus AWD,2023,,,,,False
1202,Year inferred from phrase 'Xe VinFast VF3 Plus 2024' in the Name field. Mileage data not explicit; battery status indicated by 'bản thuê pin' phrase.,VinFast,VF3 Plus,2024,,,Thuê pin,,False
1203,Year inferred from phrase 'VinFast Limo Green AT 2025' in the Name field.,VinFast,Limo Green AT,2025,,,,,False
1204,Year inferred from phrase 'Xe VinFast VF3 Plus 2024' in the Name field.,VinFast,VF3 Plus,2024,,,,,False
1205,Year inferred from phrase 'VinFast VF8 Plus AWD 2023' in the Name field. Mileage inferred from 'Odo 42000Km'.,VinFast,VF8 Plus AWD,2023,42000.0,,,,False
1206,Year inferred from phrase 'VinFast VF8 Plus AWD 2023' in the Name field. Mileage inferred from 'Số km: 4v km'.,VinFast,VF8 Plus AWD,2023,40000.0,,,,False
1207,Year inferred from phrase 'VinFast VF8 Plus AWD 2024' in the Name field. Mileage inferred from 'chạy 12.600 km' (12.600 = 12600).,VinFast,VF8 Plus AWD,2024,12600.0,,,,False
1208,Year inferred from phrase 'VinFast VF8 Eco AWD 2023' in the Name field. Mileage data not explicitly stated; '139' appears but no unit; thus mileage null.,VinFast,VF8 Eco AWD,2023,,,,,False
1209,Year inferred from phrase 'Porsche Taycan Base 2023' in the Name field; Mileage inferred from phrase 'Odo 10.000 Km'.,Porsche,Taycan Base,2023,10000.0,,,,False
1210,Year inferred from phrase 'Porsche Taycan Base 2023' in the Name field; Mileage inferred from phrase 'lăn bánh 9.999km'.,Porsche,Taycan Base,2023,9999.0,,,,False
1211,Year inferred from phrase 'VF8 Eco AWD 2024' in the Name field. Mileage data not provided.,VinFast,VF8 Eco AWD,2024,,,,,False
1212,Year inferred from phrase 'VF8 Plus AWD 2022' in the Name field. Mileage not provided.,VinFast,VF8 Plus AWD,2022,,,,,False
1213,Year inferred from phrase 'VF3 Plus 2025' in the Name field. Mileage not provided.,VinFast,VF3 Plus,2025,,,,,False
1214,Year inferred from phrase 'VF3 Plus 2025' in the Name field. Mileage not provided.,VinFast,VF3 Plus,2025,,,,,False
1185,"Odo: 54.000km indicates 54000 km. Brand inferred from the name: VinFast. Car model parsed as 'VF8 Eco AWD'. Year inferred from '2023' in the name. Battery status inferred from 'Pin Mua SDI' -> 'Mua pin'. Accident-free stated as 'không đâm đụng, ngập nước'. imputed_condition not explicitly mentioned -> null.",VinFast,VF8 Eco AWD,2023,54000.0,,Mua pin,True,False
1186,"Name contains 'Volvo EC40 Ultra 2025' -> brand Volvo, car_model EC40 Ultra; imputed_year 2025 from the name; No explicit ODO or condition provided -> mileage=null, imputed_condition=null, battery_status=null, is_accident_free=null, has_aftermarket_mods=null.",Volvo,EC40 Ultra,2025,,,,,False
1187,"Name 'VinFast VF5 Plus 2024' -> brand VinFast, car_model 'VF5 Plus', imputed_year 2024. Odo shown as 'Odo 2.7v km.' -> 27000 km. Other fields not explicitly stated -> null.",VinFast,VF5 Plus,2024,27000.0,,,,False
1188,"Name 'VinFast VF8 S 2024' -> brand VinFast, car_model 'VF8 S', imputed_year 2024. Odo shown as 'chạy 27.000 km' -> 27000 km. Other details not explicitly stated -> null.",VinFast,VF8 S,2024,27000.0,,,,False
1189,"Name 'VinFast VF8 Plus AWD 2024' -> brand VinFast, car_model 'VF8 Plus AWD', imputed_year 2024. Odo shown as 'chạy 27.000 km' -> 27000 km. Other explicit notes about accidents or modifications not present -> null for applicable fields.",VinFast,VF8 Plus AWD,2024,27000.0,,,True,False
1190,"Name 'VF8 Eco AWD 2024' -> brand VinFast, car_model 'VF8 Eco AWD', imputed_year 2024. Odo shows 'Odo < 50km' -> mileage not exactly specified -> null. Mentions 'Film Cách Nhiệt 3M, Thảm Sàn' -> has_aftermarket_mods true.",VinFast,VF8 Eco AWD,2024,,,,,True
1191,"Name 'Xe VinFast VF8 Plus AWD 2022' -> brand VinFast, car_model 'VF8 Plus AWD', imputed_year 2022. Odo '50.000 km' -> 50000 km. Explicit notes 'Full lịch sử hãng, không đâm đụng, không ngập nước' -> is_accident_free true. Mentions 'Film Cách Nhiệt 3M, Thảm Sàn' -> has_aftermarket_mods true.",VinFast,VF8 Plus AWD,2022,50000.0,,,True,True
1192,"Name 'Xe VinFast VF8 Eco AWD 2023' -> brand VinFast, car_model 'VF8 Eco AWD', imputed_year 2023. No explicit ODO provided -> mileage=null. Other fields not explicitly stated -> null.",VinFast,VF8 Eco AWD,2023,,,,,False
1193,"Name 'Xe VinFast VF8 Plus AWD 2022' -> brand VinFast, car_model 'VF8 Plus AWD', imputed_year 2022. No explicit ODO provided -> mileage=null. Other fields not explicitly stated -> null.",VinFast,VF8 Plus AWD,2022,,,,,False
1194,"Name 'Xe VinFast VF e34 AT 2023' -> brand VinFast, car_model 'VF e34 AT', imputed_year 2023. ODO: 'ODO chuẩn 19v' -> mileage 19000. Other fields not explicit -> null (condition, battery, etc.).; Accident-free claim present as 'Cam kết xe không đâm đụng ngập nước thuỷ kích' -> is_accident_free true.",VinFast,VF e34 AT,2023,19000.0,,,True,False
1195,"Name 'Ford Mustang Mach-E Premium AWD 2025' -> brand Ford, car_model 'Mustang Mach-E Premium AWD', imputed_year 2025. No explicit ODO or other modifiers -> mileage=null, others null.",Ford,Mustang Mach-E Premium AWD,2025,,,,,False
1196,"Name 'Xe VinFast VF8 Plus AWD 2023' -> brand VinFast, car_model 'VF8 Plus AWD', imputed_year 2023. Odo 'Hơn 4vạn km' -> mileage >= 40000; set to 40000 as a conservative estimate. Battery status 'Pin CATL – Mua pin' -> battery_status 'Mua pin'. Description indicates 'Giao ngay - Sẵn xe' but no explicit accident notes -> is_accident_free null. 'GF Plus Đỏ' does imply modifications? Not explicitly; treat as null for mods.",VinFast,VF8 Plus AWD,2023,40000.0,,Mua pin,,False
